Query	Subject	% Similarity	E Value	Length
CT_057	CPn0373	67.82	1.9999999999999997e-68	811
CT_058	CPn0444	90.91	0.28	22
CT_059	CPn0364	73.65	5e-42	277
CT_t02	CPnt13	98.67	1.9999999999999998e-32	75
CT_060	CPn0363	67.34	4e-40	545
CT_061	CPn0362	69.3	1.9999999999999997e-70	658
CT_062	CPn0361	70.1	9.999999999999999e-84	729
CT_063	CPn0360	66.43	8.999999999999997e-98	1406
CT_064	CPn0359	76.12	0.0	1809
CT_065	CPn0351	74.59	0.0	1543
CT_066	CPn0350	74.25	2e-75	431
CT_067	CPn0349	70.57	2e-46	401
CT_068	CPn0348	73.09	4.9999999999999996e-123	758
CT_069	CPn0347	64.92	2.999999999999999e-66	1374
CT_070	CPn0346	69.1	2.9999999999999995e-70	712
CT_071	CPn0345	66.0	2.9999999999999995e-45	803
CT_072	CPn0344	69.9	2e-57	505
CT_073	CPn0342	70.91	1.9999999999999996e-92	722
CT_074	CPn0339	68.07	4e-05	119
CT_075	CPn0338	74.41	0.0	1102
CT_076	CPn0337	72.39	9.999999999999998e-65	431
CT_077	CPn0336	65.85	3e-13	325
CT_078	CPn0335	68.88	4.9999999999999994e-79	768
CT_079	CPn1073	82.14	1.4	28
CT_079	CPn0871	100.0	1.4	15
CT_080	CPn0333	82.35	0.006	34
CT_081	CPn0682	100.0	3.1	14
CT_081	CPn0347	100.0	3.1	14
CT_081	CPn0195	94.12	3.1	17
CT_082	CPn0331	73.18	1.0000000000000001e-21	179
CT_083	CPn0330	64.29	4e-08	266
CT_084	CPn0329	74.19	0.0005	62
CT_085	CPn0328	67.18	3.999999999999999e-103	1301
CT_086	CPn0327	76.67	3e-51	270
CT_087	CPn0326	66.95	1e-57	835
CT_088	CPn0325	66.57	1e-19	332
CT_089	CPn0324	67.89	3e-15	218
CT_090	CPn0323	78.3	0.0	2134
CT_091	CPn0322	74.33	0.0	1075
CT_092	CPn0321	68.67	1.9999999999999997e-117	1098
CT_093	CPn0320	85.71	6e-09	49
CT_094	CPn0319	73.5	3.9999999999999994e-117	698
CT_095	CPn0318	72.92	2e-49	325
CT_096	CPn0317	72.17	0.0	1915
CT_097	CPn0316	78.85	0.0	1305
CT_098	CPn0315	79.53	0.0	1646
CT_099	CPn0314	71.17	2.9999999999999993e-127	933
CT_100	CPn0313	72.39	1e-12	134
CT_101	CPn0348	90.91	0.12	22
CT_102	CPn0908	94.74	0.4	19
CT_103	CPn0407	72.67	2.0000000000000002e-21	172
CT_104	CPn0406	74.33	2.999999999999999e-165	896
CT_105	CPn0289	82.86	0.15	35
CT_106	CPn0403	76.84	8e-14	95
CT_107	CPn0402	68.12	2e-40	480
CT_108	CPn0137	65.57	2.9999999999999995e-36	639
CT_109	CPn0133	75.79	2.9999999999999997e-12	95
CT_110	CPn0134	80.92	0.0	1635
CT_111	CPn0135	76.47	2e-53	272
CT_112	CPn0136	67.55	3.9999999999999994e-116	1356
CT_113	CPn0144	74.81	0.0	2592
CT_114	CPn0145	70.17	6e-30	295
CT_115	CPn0306	100.0	0.11	17
CT_116	CPn0905	85.71	0.35	28
CT_117	CPn0466	100.0	0.27	16
CT_118	CPn0005	95.0	0.13	20
CT_119	CPn0016	100.0	0.21	17
CT_120	CPn0478	100.0	0.2	16
CT_121	CPn0185	69.23	8.999999999999999e-69	663
CT_122	CPn0184	74.51	1.9999999999999998e-101	561
CT_123	CPn0183	72.43	2.999999999999999e-72	497
CT_124	CPn0182	77.52	0.0	1317
CT_125	CPn0247	72.93	2e-69	447
CT_126	CPn0246	73.91	9.999999999999998e-64	391
CT_127	CPn0245	75.31	8e-07	81
CT_128	CPn0244	80.77	9e-06	52
CT_129	CPn0192	71.03	9.999999999999998e-67	535
CT_130	CPn0280	82.86	0.004	35
CT_131	CPn0189	67.82	2.9999999999999994e-77	898
CT_132	CPn0188	69.37	9.999999999999999e-84	741
CT_133	CPn0072	90.91	0.21	22
CT_134	CPn1024	100.0	1.3	15
CT_134	CPn0251	100.0	1.3	15
CT_135	CPn0786	100.0	3.4	15
CT_135	CPn0632	90.0	3.4	20
CT_135	CPn0344	76.32	3.4	38
CT_135	CPn0281	94.44	3.4	18
CT_135	CPn0247	94.44	3.4	18
CT_135	CPn0123	100.0	3.4	15
CT_136	CPn0271	96.55	2e-06	29
CT_137	CPn0946	95.0	0.22	20
CT_137	CPn0095	95.0	0.22	20
CT_138	CPn0269	65.75	2e-28	543
CT_139	CPn0197	76.04	1e-12	96
CT_140	CPn0578	100.0	0.61	16
CT_141	CPn0260	65.12	6.999999999999999e-11	324
CT_t03	CPnt10	100.0	5.9999999999999997e-33	73
CT_t04	CPnt09	97.59	1e-35	83
CT_142	CPn0255	82.5	0.0004	40
CT_143	CPn0516	90.91	0.22	22
CT_143	CPn0254	75.56	0.22	45
CT_144	CPn0736	90.48	0.77	21
CT_144	CPn0240	94.74	0.77	19
CT_144	CPn0065	94.74	0.77	19
CT_145	CPn0148	73.26	9.999999999999998e-149	905
CT_146	CPn0149	65.08	2.9999999999999995e-73	1363
CT_147	CPn0124	80.49	0.09300000000000001	41
CT_148	CPn0151	67.3	9e-54	685
CT_149	CPn0768	91.67	0.02	24
CT_150	CPn0250	85.44	2.9999999999999997e-47	158
CT_151	CPn0249	66.8	2.9999999999999994e-40	729
CT_152	CPn0248	66.15	9e-18	325
CT_153	CPn0176	63.81	6e-08	315
CT_154	CPn0998	95.0	0.3	20
CT_155	CPn0950	100.0	0.84	16
CT_155	CPn0892	100.0	0.84	16
CT_155	CPn0738	90.48	0.84	21
CT_155	CPns01	90.48	0.84	21
CT_156	CPn0892	100.0	0.29	16
CT_157	CPn0801	88.0	0.31	25
CT_157	CPn0089	84.38	0.31	32
CT_158	CPn0454	100.0	0.18	17
CT_159	CPn0310	95.45	0.02	22
CT_159	CPn0090	91.67	0.02	24
CT_160	CPn0404	94.74	0.44	19
CT_161	CPn0351	82.86	0.054000000000000006	35
CT_162	CPn0249	100.0	0.017	18
CT_163	CPn0954	95.65	0.01	23
CT_164	CPn0998	100.0	0.77	15
CT_164	CPn0371	94.44	0.77	18
CT_164	CPn0360	94.44	0.77	18
CT_164	CPn0026	100.0	0.77	15
CT_165	CPn0453	100.0	0.39	16
CT_166	CPn0750	79.49	0.5	39
CT_166	CPn0669	85.19	0.5	27
CT_166	CPn0267	100.0	0.5	17
CT_167	CPn0335	94.74	1.2	19
CT_167	CPn0225	90.48	1.2	21
CT_168	CPn0759	94.74	0.26	19
CT_169	CPn0012	91.67	0.006	24
CT_170	CPn0150	100.0	1.1	16
CT_171	CPn0405	81.82	0.055999999999999994	33
CT_172	CPn0742	91.3	0.035	23
CT_172.1	CPn0617	82.14	0.48	28
CT_173	CPn0662	94.74	0.23	19
CT_173	CPn0344	100.0	0.23	16
CT_174	CPn0045	94.74	0.4	19
CT_175	CPn0198	77.05	5e-06	61
CT_176	CPn0227	71.75	6e-49	354
CT_177	CPn0228	70.4	3.999999999999999e-79	625
CT_178	CPn0229	67.2	6e-10	186
CT_179	CPn0459	90.91	0.13	22
CT_180	CPn0231	64.64	4e-10	362
CT_t05	CPnt07	100.0	2e-33	74
CT_t06	CPnt08	98.63	1.9999999999999997e-31	73
CT_181	CPn0234	73.71	7.999999999999998e-63	407
CT_182	CPn0235	65.17	9e-31	715
CT_183	CPn0236	67.2	9.999999999999999e-134	1625
CT_184	CPn0237	67.21	4e-14	244
CT_185	CPn0238	72.07	9.999999999999998e-172	1153
CT_186	CPn0239	66.67	1e-17	297
CT_187	CPn0419	100.0	0.22	17
CT_188	CPn0434	100.0	0.54	16
CT_188	CPn0378	100.0	0.54	16
CT_189	CPn0274	73.98	0.0	2433
CT_190	CPn0275	74.1	0.0	2429
CT_191	CPn0276	67.66	5e-17	235
CT_192	CPn0789	86.21	0.016	29
CT_193	CPn0219	69.18	6.999999999999997e-123	1087
CT_194	CPn0286	73.22	0.0	1415
CT_195	CPn0288	80.95	0.0005	42
CT_196	CPn0230	94.74	0.28	19
CT_197	CPn0194	66.37	1.9999999999999997e-66	1023
CT_198	CPn0195	67.96	2.0000000000000002e-11	206
CT_199	CPn0199	66.16	1e-62	922
CT_200	CPn0200	72.26	5.999999999999999e-91	620
CT_201	CPn0521	95.0	0.21	20
CT_202	CPn0202	66.33	5.9999999999999997e-33	499
CT_203	CPn0206	70.56	1.9999999999999994e-96	737
CT_204	CPn0207	71.72	0.0	1393
CT_205	CPn0208	68.01	9.999999999999997e-129	1413
CT_206	CPn0940	84.0	2.6	25
CT_206	CPn0841	94.44	2.6	18
CT_206	CPn0810	86.96	2.6	23
CT_206	CPn0571	100.0	2.6	15
CT_206	CPn0527	94.44	2.6	18
CT_206	CPn0437	100.0	2.6	15
CT_207	CPn0160	67.24	4.999999999999999e-133	1627
CT_t07	CPnt06	95.95	4.0000000000000003e-29	74
CT_t08	CPnt05	100.0	5.9999999999999997e-33	73
CT_208	CPn0154	67.04	6e-30	443
CT_209	CPn0153	69.7	0.0	2373
CT_210	CPn0138	68.57	9.999999999999999e-33	420
CT_211	CPn0139	64.85	1.0000000000000001e-21	569
CT_212	CPn0317	100.0	0.11	17
CT_213	CPn0141	68.22	5e-34	409
CT_214	CPn0102	88.89	0.035	27
CT_215	CPn0281	72.93	9.999999999999996e-151	905
CT_216	CPn0282	71.8	0.0	1351
CT_217	CPn0261	69.14	1.9999999999999994e-71	648
CT_218	CPn0302	100.0	0.76	16
CT_218	CPn0145	80.65	0.76	31
CT_219	CPn0265	73.26	2e-07	86
CT_220	CPn0264	70.7	4e-34	314
CT_221	CPn0263	72.01	3.999999999999999e-131	854
CT_t09	CPnt12	97.3	9e-31	74
CT_t10	CPnt11	100.0	5.9999999999999997e-33	73
CT_221.1	CPn0588	100.0	0.11	16
CT_223	CPn0585	88.89	0.017	27
CT_224	CPn0444	100.0	1.4	15
CT_224	CPn0033	100.0	1.4	15
CT_225	CPn0134	100.0	0.32	16
CT_226	CPn0622	88.89	0.011000000000000001	27
CT_227	CPn1060	95.24	0.35	21
CT_228	CPn0791	95.0	0.15	20
CT_228	CPn0144	95.0	0.15	20
CT_229	CPn0785	88.0	0.16	25
CT_230	CPn0289	70.51	9e-53	495
CT_231	CPn0290	66.92	9.999999999999997e-104	1433
CT_232	CPn0210	86.96	1.0	23
CT_233	CPn0292	94.74	0.47	19
CT_234	CPn0293	64.57	9.999999999999998e-67	1386
CT_235	CPn0294	66.12	1e-12	245
CT_236	CPn0295	80.3	1e-48	203
CT_237	CPn0397	100.0	0.055	18
CT_238	CPn0297	65.76	2e-33	628
CT_239	CPn0298	70.85	2.999999999999999e-133	981
CT_240	CPn0299	82.42	5e-20	91
CT_241	CPn0300	68.47	0.0	2306
CT_242	CPn0301	70.81	2e-36	322
CT_243	CPn0302	70.2	9.999999999999998e-121	980
CT_244	CPn0612	95.24	0.08900000000000001	21
CT_245	CPn0304	71.85	1.9999999999999995e-141	945
CT_246	CPn0305	73.69	9.999999999999998e-171	973
CT_247	CPn0306	72.91	7.999999999999998e-136	838
CT_248	CPn0307	70.84	0.0	2438
CT_249	CPn0463	94.74	0.3	19
CT_250	CPn0309	70.71	5.9999999999999986e-176	1287
CT_251	CPn0310	67.29	9.999999999999997e-174	1987
CT_252	CPn1027	100.0	0.73	16
CT_252	CPn0751	90.48	0.73	21
CT_252	CPn0580	83.33	0.73	30
CT_252	CPn0287	100.0	0.73	16
CT_253	CPn0399	66.67	9e-43	567
CT_254	CPn0400	66.67	5e-09	198
CT_255	CPn1049	100.0	1.2	15
CT_255	CPn0870	100.0	1.2	15
CT_255	CPn0555	100.0	1.2	15
CT_255	CPn0389	100.0	1.2	15
CT_255	CPn0272	90.0	1.2	20
CT_255	CPn0152	86.96	1.2	23
CT_256	CPn0394	63.94	8e-28	782
CT_257	CPn0395	67.55	1.9999999999999995e-104	1214
CT_258	CPn0396	66.02	9e-46	777
CT_259	CPn0397	65.98	5e-40	726
CT_260	CPn0852	100.0	0.43	16
CT_260	CPn0224	94.74	0.43	19
CT_261	CPn0410	67.01	2e-45	582
CT_262	CPn0490	100.0	0.2	17
CT_263	CPn0530	100.0	0.52	16
CT_263	CPn0363	94.74	0.52	19
CT_263	CPn0345	90.48	0.52	21
CT_264	CPn0413	68.3	1.9999999999999996e-146	1511
CT_265	CPn0414	76.69	0.0	974
CT_266	CPn0415	67.42	4e-12	221
CT_267	CPn0416	80.84	1.9999999999999997e-73	287
CT_268	CPn0417	63.82	2.0000000000000002e-20	550
CT_269	CPn0418	66.82	2e-42	651
CT_270	CPn0419	68.36	0.0	1947
CT_271	CPn0943	100.0	0.86	15
CT_271	CPn0352	82.76	0.86	29
CT_272	CPn0421	68.41	5e-54	611
CT_273	CPn0422	74.01	1e-59	354
CT_274	CPn0423	76.07	2e-75	397
CT_275	CPn0424	75.13	0.0	1307
CT_276	CPn0425	74.65	3.9999999999999994e-47	288
CT_277	CPn0929	100.0	0.17	17
CT_277	CPn0296	81.25	0.17	32
CT_277	CPn0013	90.91	0.17	22
CT_278	CPn0427	69.69	1.9999999999999992e-175	1468
CT_279	CPn0428	68.22	1.0000000000000001e-29	365
CT_280	CPn0429	73.49	9.999999999999997e-104	645
CT_281	CPn0430	71.61	2.9999999999999993e-93	641
CT_282	CPn0626	88.0	0.31	25
CT_283	CPn0434	65.73	5.999999999999999e-45	712
CT_284	CPn0435	69.16	2e-18	214
CT_285	CPn0436	71.43	6e-14	140
CT_286	CPn0437	75.71	0.0	2515
CT_287	CPn0438	66.27	4e-62	925
CT_288	CPn0931	87.88	0.44	33
CT_289	CPn0062	75.74	7e-28	169
CT_290	CPn0505	100.0	0.17	17
CT_291	CPn0060	70.28	7e-30	286
CT_292	CPn0234	91.3	0.031	23
CT_293	CPn0058	73.9	2.9999999999999985e-164	931
CT_294	CPn0057	70.05	8.999999999999998e-68	581
CT_295	CPn0056	63.9	2e-38	1061
CT_296	CPn1030	94.44	1.4	18
CT_296	CPn0727	100.0	1.4	15
CT_297	CPn0054	66.29	2e-38	700
CT_298	CPn0053	69.65	9e-123	1038
CT_299	CPn0185	90.48	0.65	21
CT_300	CPn0922	95.0	0.086	20
CT_301	CPn0095	68.82	4.999999999999999e-73	728
CT_302	CPn0094	70.06	0.0	2485
CT_303	CPn0093	64.29	5e-13	378
CT_304	CPn0092	74.88	2.9999999999999994e-78	426
CT_305	CPn0091	64.3	9.999999999999998e-67	1633
CT_306	CPn0090	66.61	3e-35	605
CT_307	CPn0089	76.61	0.0	1308
CT_308	CPn0088	73.16	0.0	1777
CT_309	CPn0087	68.29	9.999999999999999e-55	659
CT_310	CPn0086	70.54	5.999999999999999e-70	594
CT_311	CPn0085	70.78	8.999999999999998e-56	462
CT_312	CPn0954	79.49	0.008	39
CT_313	CPn0083	72.96	4.999999999999999e-156	958
CT_314	CPn0082	78.44	0.0	4165
CT_315	CPn0081	78.07	0.0	3762
CT_316	CPn0080	82.89	3.9999999999999994e-108	374
CT_317	CPn0079	74.85	9.999999999999999e-92	513
CT_318	CPn0078	75.43	2.9999999999999993e-137	692
CT_319	CPn0077	76.76	3.9999999999999995e-89	426
CT_320	CPn0076	79.93	9.999999999999998e-141	548
CT_321	CPn0917	80.65	0.21	31
CT_321	CPn0680	91.3	0.21	23
CT_321	CPn0408	94.74	0.21	19
CT_t11	CPnt03	94.52	2e-27	73
CT_322	CPn0074	83.21	0.0	1185
CT_t12	CPnt02	95.83	4e-28	72
CT_323	CPn0073	78.83	3e-49	222
CT_324	CPn0597	95.0	0.23	20
CT_325	CPn0071	67.0	2.0000000000000002e-11	200
CT_326	CPn0741	94.74	1.5	19
CT_326	CPn0554	91.3	1.5	23
CT_326.1	CPn0494	94.12	1.9	17
CT_326.2	CPn0188	100.0	0.15	16
CT_t13	CPnt01	87.67	2.0000000000000002e-20	73
CT_327	CPn0420	79.41	0.56	34
CT_328	CPn1063	75.27	4.0000000000000004e-11	93
CT_329	CPn1062	71.96	8.999999999999998e-111	756
CT_330	CPn0803	100.0	0.81	15
CT_330	CPn0153	100.0	0.81	15
CT_331	CPn1060	68.52	7.999999999999999e-68	718
CT_332	CPn0097	69.48	2.9999999999999987e-167	1435
CT_333	CPn0096	65.2	2.9999999999999995e-123	2313
CT_334	CPn0040	69.35	1.9999999999999997e-73	708
CT_335	CPn0039	70.96	1e-30	272
CT_336	CPn0038	71.24	9.999999999999999e-84	605
CT_337	CPn0037	72.09	9.000000000000001e-14	129
CT_338	CPn0036	87.8	1e-07	41
CT_339	CPn0035	71.15	1e-07	104
CT_340	CPn0033	71.4	0.0	1993
CT_341	CPn0032	75.42	0.0	1184
CT_342	CPn0031	82.39	4e-46	176
CT_343	CPn0030	66.91	8e-18	275
CT_344	CPn0027	74.25	0.0	2458
CT_345	CPn0756	91.3	0.026000000000000002	23
CT_346	CPn0025	68.95	3.999999999999999e-87	818
CT_347	CPn0024	68.7	4e-62	607
CT_348	CPn0023	74.63	0.0	1553
CT_349	CPn0022	71.33	6e-13	143
CT_350	CPn0021	67.13	2e-37	499
CT_351	CPn0020	67.61	4.999999999999999e-90	994
CT_352	CPn1066	78.5	1e-42	200
CT_353	CPn0737	100.0	0.14	17
CT_354	CPn1059	68.83	7e-46	478
CT_355	CPn1058	68.81	5.999999999999999e-67	654
CT_356	CPn1057	67.07	3e-48	659
CT_t14	CPnt38	88.1	3e-25	84
CT_357R	CPn0109	80.0	0.07	35
CT_357	CPn0089	100.0	1.0	15
CT_358	CPn0171	100.0	0.47	16
CT_359	CPn0315	95.0	0.15	20
CT_359	CPn0197	88.0	0.15	25
CT_360	CPn0965	90.48	0.56	21
CT_361	CPn0466	91.67	0.22	24
CT_362	CPn1049	68.99	3e-21	258
CT_363	CPn1048	67.69	6.999999999999998e-59	681
CT_364	CPn0854	84.38	0.19	32
CT_364	CPn0735	95.0	0.19	20
CT_364	CPn0189	100.0	0.19	17
CT_365	CPn0421	85.71	0.13	28
CT_366	CPn1039	74.51	0.098	51
CT_367	CPn0500	95.0	0.14	20
CT_367	CPn0027	83.33	0.14	30
CT_368	CPn1037	66.75	2.0000000000000002e-21	412
CT_369	CPn1036	68.18	4e-19	264
CT_370	CPn1020	100.0	1.3	16
CT_370	CPn0516	90.48	1.3	21
CT_370	CPn0171	90.48	1.3	21
CT_370	CPn0018	90.48	1.3	21
CT_371	CPn1034	76.47	2e-07	68
CT_372	CPn1033	64.87	1e-26	649
CT_373	CPn1032	78.45	4.999999999999999e-134	566
CT_374	CPn1031	69.24	9.999999999999997e-148	1271
CT_375	CPn1030	68.56	5.999999999999999e-105	1040
CT_376	CPn1028	74.1	2.999999999999999e-171	969
CT_377	CPn0639	100.0	0.39	15
CT_378	CPn1025	69.07	8.999999999999998e-111	1067
CT_379	CPn0478	68.62	4.999999999999999e-119	1179
CT_380	CPn0360	95.24	0.059000000000000004	21
CT_381	CPn0482	67.36	4e-48	576
CT_382	CPn0484	65.12	4.0000000000000003e-29	645
CT_382.1	CPn0150	100.0	0.045	17
CT_383	CPn0317	88.46	0.053	26
CT_384	CPn1019	100.0	0.42	17
CT_385	CPn0488	68.62	3e-26	290
CT_386	CPn0489	72.55	4.9999999999999995e-124	816
CT_387	CPn0490	67.15	1e-41	551
CT_388	CPn0497	70.67	2.9999999999999997e-20	208
CT_389	CPn0491	68.59	1e-81	799
CT_390	CPn0495	67.13	4e-44	572
CT_391	CPn0496	67.61	3e-26	352
CT_392	CPn0733	95.45	0.024	22
CT_393	CPn0500	67.12	9.999999999999997e-148	1676
CT_394	CPn0501	66.48	1.9999999999999994e-79	1095
CT_395	CPn0502	74.12	8.999999999999998e-74	425
CT_396	CPn0503	77.38	0.0	1976
CT_397	CPn0504	71.0	0.0	1362
CT_398	CPn0525	77.68	1.9999999999999994e-173	766
CT_398.1	CPns02	81.94	2.9999999999999994e-77	299
CT_399	CPn0526	66.22	4e-49	814
CT_400	CPn0527	73.81	4.999999999999999e-150	859
CT_401	CPn0528	72.52	0.0	1212
CT_402	CPn0529	75.0	9.999999999999999e-32	196
CT_403	CPn0530	66.61	2.9999999999999996e-37	557
CT_404	CPn0531	66.48	5.999999999999999e-46	716
CT_405	CPn0532	64.32	7.000000000000001e-06	384
CT_406	CPn0533	76.69	3.999999999999999e-96	459
CT_407	CPn0534	80.16	1e-94	373
CT_408	CPn0315	91.3	0.44	23
CT_408	CPn0076	90.48	0.44	21
CT_409	CPn0536	69.43	9.999999999999998e-147	1315
CT_410	CPn0966	69.1	4e-82	793
CT_411	CPn0965	64.84	5e-39	805
CT_412	CPn0989	92.59	0.018000000000000002	27
CT_412	CPn0013	92.59	0.018000000000000002	27
CT_413	CPn0540	64.11	1e-38	1003
CT_414	CPn0540	82.54	2e-10	63
CT_t15	CPnt15	97.62	4e-36	84
CT_415	CPn0541	71.7	8e-26	212
CT_416	CPn0542	65.9	7.000000000000001e-26	437
CT_417	CPn0543	68.17	9.999999999999998e-81	820
CT_418	CPn0544	70.06	4.999999999999999e-118	982
CT_419	CPn0545	78.06	7.999999999999999e-51	237
CT_420	CPn0546	70.49	7.0000000000000006e-34	305
CT_t16	CPnt16	97.26	3e-30	73
CT_421	CPn0506	74.25	1.9999999999999997e-107	602
CT_421.1	CPn0507	79.0	2e-18	100
CT_421.2	CPn0508	76.67	1e-26	150
CT_422	CPn0509	70.98	4e-27	255
CT_423	CPn0510	70.44	5.999999999999999e-67	565
CT_424	CPn0511	73.39	9.999999999999999e-52	327
CT_425	CPn0512	69.72	0.0	1618
CT_426	CPn0513	66.13	7e-60	939
CT_427	CPn0849	94.74	0.73	19
CT_427	CPn0133	90.48	0.73	21
CT_428	CPn0437	90.0	2.1	20
CT_429	CPn0518	77.75	0.0	881
CT_430	CPn0519	71.31	1e-30	251
CT_431	CPn0520	77.31	1.9999999999999995e-121	551
CT_432	CPn0521	72.02	0.0	1444
CT_433	CPn0878	90.91	0.17	22
CT_434	CPn0547	70.1	5.999999999999999e-57	495
CT_435	CPn0548	66.67	1e-17	360
CT_436	CPn0549	83.33	4.999999999999999e-93	318
CT_437	CPn0550	79.09	0.0	2085
CT_438	CPn0551	77.0	1.9999999999999998e-101	474
CT_439	CPn0552	78.44	2e-85	371
CT_440	CPn0938	95.0	0.084	20
CT_441	CPn0555	71.14	0.0	1327
CT_442	CPn0813	91.3	0.4	23
CT_443	CPn0557	74.75	0.0	1394
CT_444	CPn0849	94.44	0.79	18
CT_444.1	CPn0880	100.0	0.66	15
CT_444.1	CPn0816	100.0	0.66	15
CT_444.1	CPn0606	100.0	0.66	15
CT_445	CPn0560	73.48	0.0	1444
CT_446	CPn0561	71.78	2e-50	365
CT_447	CPn0563	64.58	2.9999999999999996e-60	1392
CT_448	CPn0564	67.5	0.0	2314
CT_449	CPn0176	100.0	0.024	18
CT_450	CPn0566	69.09	3.9999999999999995e-54	550
CT_451	CPn0567	66.67	5e-35	474
CT_452	CPn0568	67.99	2e-56	631
CT_453	CPn0569	78.0	0.0003	50
CT_454	CPn0570	70.69	0.0	1515
CT_455	CPn0571	67.52	2.9999999999999997e-115	1256
CT_456	CPn0572	73.49	8e-07	83
CT_457	CPn0573	73.6	1.9999999999999995e-121	712
CT_458	CPn0575	72.71	3.999999999999999e-71	469
CT_459	CPn0575a	71.03	9.999999999999996e-151	1115
CT_460	CPn0577	72.73	9e-38	264
CT_461	CPn0578	66.48	6e-16	355
CT_462	CPn0579	67.8	1e-16	264
CT_463	CPn0580	68.53	1.9999999999999997e-70	734
CT_464	CPn0581	73.97	8e-06	73
CT_465	CPn0406	90.48	0.57	21
CT_t17	CPnt17	95.18	7e-33	83
CT_466	CPn0583	70.42	2e-28	284
CT_467	CPn0584	64.83	4e-44	944
CT_468	CPn0586	69.68	9.999999999999998e-114	973
CT_t18	CPnt18	97.3	9e-31	74
CT_469	CPn0588	87.1	0.001	31
CT_470	CPn0589	70.59	6.999999999999999e-13	170
CT_471	CPn0590	68.21	3.9999999999999997e-22	302
CT_t19	CPnt19	100.0	9e-38	82
CT_472	CPn0591	71.82	5e-60	440
CT_473	CPn0845	100.0	3.3	14
CT_473	CPn0595	100.0	3.3	14
CT_473	CPn0586	90.48	3.3	21
CT_473	CPn0540	100.0	3.3	14
CT_473	CPn0275	94.12	3.3	17
CT_474	CPn0495	90.48	0.83	21
CT_474	CPn0159	100.0	0.83	16
CT_474	CPn0071	100.0	0.83	16
CT_475	CPn0594	66.42	1.9999999999999998e-32	548
CT_476	CPn0595	69.54	2.9999999999999992e-102	906
CT_477	CPn0495	95.0	0.13	20
CT_478	CPn0597	73.36	2.999999999999999e-130	777
CT_479	CPn0598	68.63	1.9999999999999995e-151	1479
CT_480	CPn0599	70.53	0.0	1771
CT_480.1	CPn0125	100.0	0.038	17
