Query	Subject	% Similarity	E Value	Length
CPn0053	TC_RS02890	70.93	5.999999999999998e-143	1039
CPn0054	TC_RS02885	66.51	2e-44	639
CPn0055	TC_RS03250	100.0	0.36	16
CPn0055	TC_RS02105	90.48	0.36	21
CPn0056	TC_RS02875	64.36	4e-46	1198
CPn0057	TC_RS02870	68.26	2e-56	586
CPn0058	TC_RS02865	74.81	1.9999999999999995e-148	794
CPn0059	TC_RS02860	68.46	6.999999999999999e-35	390
CPn0060	TC_RS04060	89.66	0.0007	29
CPn0061	TC_RS02850	66.72	2e-50	685
CPn0062	TC_RS02845	74.1	1e-18	139
CPn0063	TC_RS02480	84.62	1.4	26
CPn0063	TC_RS04795	100.0	1.4	14
CPn0064	TC_RS03565	90.0	0.61	20
CPn0065	TC_RS03350	84.38	1.4	32
CPn0065	TC_RS02930	90.48	1.4	21
CPn0065	TC_RS02845	91.3	1.4	23
CPn0066	TC_RS04565	95.24	0.11	21
CPn0067	TC_RS01760	90.48	0.88	21
CPn0067	TC_RS00620	94.74	0.88	19
CPn0068	TC_RS02310	91.3	0.037000000000000005	23
CPn0069	TC_RS04410	85.19	5.2	27
CPn0069	TC_RS01860	82.76	5.2	29
CPn0069	TC_RS01855	100.0	5.2	15
CPn0069	TC_RS00895	90.0	5.2	20
CPn0069	TC_RS00065	94.44	5.2	18
CPnt01	TC_RS03050	87.67	2.0000000000000002e-20	73
CPn0071	TC_RS03040	74.14	9.000000000000001e-15	116
CPn0072	TC_RS00220	100.0	0.23	17
CPn0073	TC_RS03030	78.73	1e-48	221
CPnt02	TC_RS03025	95.83	4e-28	72
CPn0074	TC_RS03020	82.28	0.0	1185
CPnt03	TC_RS03015	94.52	1e-27	73
CPn0075	TC_RS03010	71.86	9e-25	199
CPn0076	TC_RS03005	80.62	1.9999999999999995e-145	547
CPn0077	TC_RS03000	78.17	2.999999999999999e-97	426
CPn0078	TC_RS02995	76.73	2.9999999999999993e-149	692
CPn0079	TC_RS02990	76.32	2.999999999999999e-104	511
CPn0080	TC_RS02985	82.19	9.999999999999999e-109	393
CPn0081	TC_RS02980	78.43	0.0	3759
CPn0082	TC_RS02975	79.15	0.0	4173
CPn0083	TC_RS02970	74.31	9.999999999999996e-177	973
CPn0084	TC_RS02965	70.37	2e-17	189
CPn0085	TC_RS02960	67.9	4e-41	458
CPn0086	TC_RS02955	70.37	2.9999999999999997e-67	594
CPn0087	TC_RS02950	68.15	8.999999999999999e-69	807
CPn0088	TC_RS02945	73.42	0.0	1776
CPn0089	TC_RS02940	76.53	0.0	1308
CPn0090	TC_RS02935	64.83	2.0000000000000002e-24	600
CPn0091	TC_RS02930	64.85	8.999999999999999e-80	1630
CPn0092	TC_RS02925	74.58	5.9999999999999986e-74	413
CPn0093	TC_RS02925	85.71	3e-09	49
CPn0094	TC_RS02915	70.94	0.0	2443
CPn0095	TC_RS02910	67.74	4.999999999999999e-72	775
CPn0096	TC_RS03095	64.7	1.9999999999999997e-112	2368
CPn0097	TC_RS03090	68.81	2.999999999999999e-153	1446
CPn0098	TC_RS01405	66.91	2e-53	813
CPn0098a	TC_RS04270	100.0	2.8	14
CPn0098a	TC_RS02230	100.0	2.8	14
CPn0098a	TC_RS02190	89.47	2.8	19
CPn0100	TC_RS01410	66.9	2.999999999999999e-84	1127
CPn0101	TC_RS01415	68.92	9.999999999999998e-81	785
CPn0102	TC_RS01420	69.84	2.9999999999999993e-160	1280
CPn0103	TC_RS01425	69.9	9e-51	495
CPn0104	TC_RS01440	66.99	6.999999999999999e-47	618
CPn0105	TC_RS01435	63.24	3e-17	748
CPn0106	TC_RS01430	69.85	1.9999999999999993e-156	1307
CPn0107	TC_RS04665	94.44	2.1	18
CPn0108	TC_RS04540	100.0	5.3	14
CPn0108	TC_RS04390	83.33	5.3	24
CPn0108	TC_RS03405	86.36	5.3	22
CPn0108	TC_RS02355	100.0	5.3	14
CPn0108	TC_RS02290	100.0	5.3	14
CPn0108	TC_RS01565	94.12	5.3	17
CPn0108	TC_RS01470	100.0	5.3	14
CPn0108	TC_RS01330	100.0	5.3	14
CPn0108	TC_RS01155	94.12	5.3	17
CPn0108	TC_RS00430	86.36	5.3	22
CPns01	TC_RS04780	82.2	3.9999999999999995e-114	427
CPn0109	TC_RS01450	72.23	0.0	2474
CPn0110	TC_RS01455	65.85	3.999999999999999e-96	1514
CPn0111	TC_RS01460	68.37	2e-12	196
CPn0112	TC_RS01465	82.48	8.999999999999999e-64	234
CPn0113	TC_RS01470	72.63	5.999999999999998e-161	1023
CPn0114	TC_RS01475	67.26	2.9999999999999994e-56	672
CPn0115	TC_RS01480	68.17	2.999999999999999e-135	1357
CPn0116	TC_RS01485	76.43	1e-62	314
CPn0117	TC_RS01490	70.91	9.999999999999999e-69	574
CPn0118	TC_RS01495	76.5	1e-74	366
CPn0119	TC_RS03060	95.24	0.51	21
CPn0119	TC_RS02635	100.0	0.51	16
CPn0120	TC_RS01505	66.67	1e-40	597
CPn0121	TC_RS01510	77.78	3e-25	135
CPn0122	TC_RS01515	69.96	0.0	1528
CPn0123	TC_RS01520	66.46	3.999999999999999e-135	1762
CPn0124	TC_RS00420	95.65	0.008	23
CPn0125	TC_RS02025	86.21	0.033	29
CPn0126	TC_RS00765	86.21	0.043	29
CPn0127	TC_RS01525	70.15	1e-10	134
CPn0128	TC_RS01530	65.81	1.0000000000000001e-21	506
CPn0129	TC_RS04415	89.29	0.078	28
CPn0129	TC_RS03285	95.24	0.078	21
CPnt04	TC_RS01540	100.0	1.9999999999999998e-32	72
CPn0131	TC_RS00390	94.74	0.82	19
CPn0132	TC_RS00835	83.78	0.005	37
CPn0133	TC_RS01915	64.15	5e-08	357
CPn0134	TC_RS01920	79.62	0.0	1634
CPn0135	TC_RS01925	75.08	1e-55	309
CPn0136	TC_RS01930	65.75	6.999999999999999e-100	1565
CPn0137	TC_RS01910	65.74	1e-35	645
CPn0138	TC_RS02425	66.95	6e-48	708
CPn0139	TC_RS02430	66.78	2.9999999999999996e-34	575
CPn0140	TC_RS02435	64.36	4e-07	404
CPn0141	TC_RS02440	67.25	5e-27	400
CPn0143	TC_RS01405	95.65	0.07400000000000001	23
CPn0144	TC_RS01935	73.46	0.0	2589
CPn0145	TC_RS01940	66.94	1.9999999999999999e-22	372
CPn0146	TC_RS01720	87.1	0.11	31
CPn0147	TC_RS01840	90.91	1.2	22
CPn0147	TC_RS01295	100.0	1.2	15
CPn0148	TC_RS02105	71.49	8.999999999999997e-130	919
CPn0149	TC_RS02110	64.68	1.9999999999999996e-63	1362
CPn0150	TC_RS04595	80.0	0.08800000000000001	40
CPn0151	TC_RS02120	68.68	2e-42	463
CPn0152	TC_RS02125	65.15	0.0001	241
CPn0153	TC_RS02420	70.2	0.0	2265
CPn0154	TC_RS02415	63.9	1e-18	615
CPnt05	TC_RS02410	100.0	4.9999999999999996e-33	73
CPnt06	TC_RS02405	95.95	2.9999999999999997e-29	74
CPn0155	TC_RS02775	95.0	0.043	20
CPn0156	TC_RS02940	100.0	0.42	16
CPn0156	TC_RS00055	100.0	0.42	16
CPn0157	TC_RS00925	91.67	0.008	24
CPn0158	TC_RS03785	81.25	0.12	32
CPn0159	TC_RS02185	100.0	0.067	17
CPn0160	TC_RS02400	66.76	6.999999999999999e-112	1402
CPn0161	TC_RS00615	88.89	0.015	27
CPn0162	TC_RS03310	100.0	0.23	17
CPn0162	TC_RS02115	86.21	0.23	29
CPn0163	TC_RS04360	87.5	0.29	24
CPn0164	TC_RS04375	100.0	0.39	16
CPn0164	TC_RS02605	100.0	0.39	16
CPn0164	TC_RS01990	90.48	0.39	21
CPn0165	TC_RS03710	90.48	0.46	21
CPn0166	TC_RS02665	94.74	0.26	19
CPn0167	TC_RS02185	95.0	0.073	20
CPn0168	TC_RS01735	100.0	0.59	15
CPn0169	TC_RS00040	88.46	0.052000000000000005	26
CPn0170	TC_RS02200	66.34	2e-27	517
CPn0171	TC_RS02205	69.78	1.9999999999999997e-73	632
CPn0172	TC_RS02210	71.83	9.999999999999997e-87	600
CPn0173	TC_RS00690	94.44	0.73	18
CPn0174	TC_RS04600	94.44	1.3	18
CPn0174	TC_RS04295	94.44	1.3	18
CPn0174	TC_RS03520	100.0	1.3	15
CPn0174	TC_RS02680	90.0	1.3	20
CPn0174	TC_RS02645	90.91	1.3	22
CPn0174	TC_RS00040	100.0	1.3	15
CPn0175	TC_RS02565	84.62	0.29	26
CPn0176	TC_RS02150	65.28	3e-13	337
CPn0177	TC_RS01425	90.48	0.68	21
CPn0177	TC_RS00040	88.46	0.68	26
CPn0178	TC_RS02150	90.91	0.057	22
CPn0179	TC_RS04630	84.62	0.27	26
CPn0179	TC_RS03430	100.0	0.27	16
CPn0180	TC_RS02180	85.19	0.12	27
CPn0181	TC_RS01340	81.58	0.025	38
CPn0182	TC_RS01990	77.14	0.0	1356
CPn0183	TC_RS01985	73.09	9.999999999999998e-77	498
CPn0184	TC_RS01980	77.68	6.999999999999998e-125	560
CPn0185	TC_RS01975	69.79	2e-81	672
CPn0186	TC_RS02090	90.91	0.27	22
CPn0186	TC_RS01450	95.0	0.27	20
CPn0187	TC_RS02035	67.71	3.9999999999999997e-22	288
CPn0188	TC_RS02030	69.43	1.9999999999999994e-79	759
CPn0189	TC_RS02025	66.99	2e-60	818
CPn0190	TC_RS03850	90.48	1.1	21
CPn0190	TC_RS01440	100.0	1.1	16
CPn0190	TC_RS00820	100.0	1.1	16
CPn0191	TC_RS02020	65.44	7e-31	570
CPn0192	TC_RS02015	71.51	2.9999999999999995e-73	530
CPn0193	TC_RS02975	100.0	0.34	16
CPn0194	TC_RS02350	65.36	2.9999999999999994e-57	1022
CPn0195	TC_RS02355	81.67	3e-09	60
CPn0196	TC_RS02355	85.71	1e-06	42
CPn0197	TC_RS02065	76.14	5e-11	88
CPn0198	TC_RS02225	70.99	3e-08	131
CPn0199	TC_RS02360	67.76	5.999999999999999e-78	912
CPn0200	TC_RS02365	70.44	4.9999999999999994e-79	636
CPn0201	TC_RS02370	65.23	3e-31	650
CPn0202	TC_RS02375	68.17	5.999999999999999e-39	443
CPn0203	TC_RS00890	85.29	0.002	34
CPn0205	TC_RS03955	100.0	0.5	15
CPn0205	TC_RS00080	90.0	0.5	20
CPn0205	TC_RS00040	100.0	0.5	15
CPn0206	TC_RS02380	71.91	4.9999999999999994e-110	737
CPn0207	TC_RS02385	72.86	0.0	1393
CPn0208	TC_RS02390	68.0	9.999999999999999e-134	1450
CPn0209	TC_RS01790	88.0	0.051	25
CPn0210	TC_RS01480	95.65	0.006999999999999999	23
CPn0212	TC_RS00890	91.3	0.077	23
CPn0213	TC_RS03810	90.0	0.39	20
CPn0214	TC_RS02345	85.71	0.08	28
CPn0215	TC_RS02645	88.0	0.29	25
CPn0216	TC_RS03915	91.3	0.027999999999999997	23
CPn0217	TC_RS02070	68.0	0.004	100
CPn0218	TC_RS01595	95.24	0.031	21
CPn0219	TC_RS02330	70.75	7.999999999999999e-109	858
CPn0220	TC_RS03650	90.48	0.43	21
CPn0221	TC_RS01150	95.24	0.026000000000000002	21
CPn0222	TC_RS01000	100.0	0.075	17
CPn0223	TC_RS02390	90.91	0.084	22
CPn0224	TC_RS01630	94.74	0.18	19
CPn0225	TC_RS01405	91.67	0.012	24
CPn0226	TC_RS04665	95.45	0.006999999999999999	22
CPn0227	TC_RS02235	69.26	2.0000000000000002e-29	296
CPn0228	TC_RS02240	68.97	2.9999999999999995e-73	696
CPn0229	TC_RS02245	76.74	1.0000000000000001e-11	86
CPn0230	TC_RS03135	95.0	0.15	20
CPn0231	TC_RS02255	73.53	9.000000000000001e-11	102
CPnt07	TC_RS02260	100.0	1e-33	74
CPnt08	TC_RS02265	100.0	4.9999999999999996e-33	73
CPn0232	TC_RS04565	100.0	0.2	17
CPn0233	TC_RS04635	100.0	1.6	14
CPn0233	TC_RS04215	100.0	1.6	14
CPn0233	TC_RS03195	94.12	1.6	17
CPn0233	TC_RS01440	87.5	1.6	24
CPn0233	TC_RS04775	89.47	1.6	19
CPn0234	TC_RS02270	73.63	1.9999999999999996e-63	402
CPn0235	TC_RS01000	92.0	0.6	25
CPn0236	TC_RS02280	68.33	9.999999999999998e-166	1607
CPn0237	TC_RS02285	76.92	5.0000000000000005e-25	143
CPn0238	TC_RS02290	70.2	0.0	1483
CPn0239	TC_RS02295	66.46	1.9999999999999997e-31	480
CPn0240	TC_RS03430	91.67	0.022000000000000002	24
CPn0241	TC_RS02815	100.0	0.076	18
CPn0241	TC_RS00445	86.67	0.076	30
CPn0242	TC_RS03705	90.0	1.2	20
CPn0242	TC_RS01060	86.96	1.2	23
CPn0243	TC_RS03955	87.5	1.1	24
CPn0244	TC_RS02980	86.67	0.003	30
CPn0245	TC_RS02005	86.21	0.016	29
CPn0246	TC_RS02000	72.84	1e-62	405
CPn0247	TC_RS01995	72.51	8.999999999999998e-66	451
CPn0248	TC_RS02145	67.57	9.999999999999999e-23	333
CPn0249	TC_RS02140	64.82	7.999999999999999e-22	722
CPn0250	TC_RS02135	88.61	1.9999999999999998e-54	158
CPn0251	TC_RS03500	90.91	0.34	22
CPn0252	TC_RS02100	88.89	0.016	27
CPn0254	TC_RS02545	80.65	0.64	31
CPn0255	TC_RS02090	80.0	9e-06	50
CPn0256	TC_RS00450	100.0	0.057	18
CPn0257	TC_RS02945	85.19	0.2	27
CPn0258	TC_RS02090	79.17	0.0001	48
CPnt09	TC_RS02085	97.59	1e-35	83
CPnt10	TC_RS02080	100.0	4.9999999999999996e-33	73
CPn0260	TC_RS02075	68.75	0.11	112
CPn0261	TC_RS02465	69.13	3.9999999999999994e-72	677
CPn0262	TC_RS03535	90.48	0.67	21
CPn0262	TC_RS02890	94.74	0.67	19
CPnt11	TC_RS02500	100.0	4.9999999999999996e-33	73
CPnt12	TC_RS02495	98.65	6e-32	74
CPn0263	TC_RS02490	73.83	6.999999999999997e-153	856
CPn0264	TC_RS02485	66.81	2e-30	479
CPn0265	TC_RS02480	70.45	0.0001	88
CPn0266	TC_RS00300	83.33	0.013000000000000001	36
CPn0267	TC_RS01670	100.0	0.63	16
CPn0267	TC_RS00270	87.5	0.63	24
CPn0268	TC_RS01505	100.0	0.3	16
CPn0269	TC_RS02060	65.67	1e-23	466
CPn0270	TC_RS03580	95.83	0.016	24
CPn0271	TC_RS02050	71.88	6.999999999999999e-13	128
CPn0272	TC_RS00005	94.74	0.71	19
CPn0273	TC_RS02305	86.21	0.011000000000000001	29
CPn0274	TC_RS02310	73.76	0.0	2428
CPn0275	TC_RS02315	73.75	0.0	2434
CPn0276	TC_RS01160	94.74	0.27	19
CPn0277	TC_RS03215	100.0	1.4	15
CPn0277	TC_RS02250	82.14	1.4	28
CPn0278	TC_RS02280	88.0	0.65	25
CPn0278	TC_RS02060	83.87	0.65	31
CPn0279	TC_RS01350	95.65	0.043	23
CPn0280	TC_RS03710	95.24	0.067	21
CPn0281	TC_RS02455	71.25	2.9999999999999992e-145	1026
CPn0282	TC_RS02460	72.28	0.0	1367
CPn0283	TC_RS04390	100.0	0.018000000000000002	19
CPn0283	TC_RS00450	78.26	0.018000000000000002	46
CPn0284	TC_RS04250	100.0	0.39	16
CPn0285	TC_RS03310	91.3	0.1	23
CPn0286	TC_RS02335	73.67	0.0	1371
CPn0287	TC_RS04190	90.91	0.49	22
CPn0287	TC_RS02560	95.0	0.49	20
CPn0287	TC_RS01910	100.0	0.49	17
CPn0288	TC_RS02840	100.0	0.26	17
CPn0289	TC_RS02545	69.4	4.9999999999999994e-55	536
CPn0290	TC_RS02550	67.37	9.999999999999996e-128	1422
CPn0291	TC_RS01080	95.0	0.12	20
CPn0292	TC_RS02250	90.48	0.48	21
CPn0292	TC_RS01680	100.0	0.48	16
CPn0292	TC_RS00285	94.74	0.48	19
CPn0293	TC_RS02565	65.09	7.999999999999997e-95	1736
CPn0294	TC_RS02655	94.74	0.32	19
CPn0295	TC_RS02575	79.33	3.9999999999999994e-47	208
CPn0296	TC_RS02580	67.51	1e-53	668
CPn0297	TC_RS02585	66.79	1e-62	843
CPn0298	TC_RS02590	70.44	9.999999999999997e-125	971
CPn0299	TC_RS02595	68.71	2e-30	342
CPn0300	TC_RS02600	69.93	0.0	2305
CPn0301	TC_RS02605	68.98	9e-35	374
CPn0302	TC_RS02610	69.12	7e-110	991
CPn0303	TC_RS03680	95.0	0.24	20
CPn0303	TC_RS01335	100.0	0.24	17
CPn0303	TC_RS01265	88.0	0.24	25
CPn0304	TC_RS02620	70.97	4.999999999999999e-130	944
CPn0305	TC_RS02625	73.35	3.999999999999999e-163	968
CPn0306	TC_RS02630	71.21	1.9999999999999994e-111	799
CPn0307	TC_RS02635	70.93	0.0	2432
CPn0308	TC_RS02140	94.74	0.28	19
CPn0309	TC_RS02645	70.08	9.999999999999996e-160	1260
CPn0310	TC_RS02650	67.57	8.999999999999997e-176	1986
CPn0311	TC_RS00160	90.91	0.2	22
CPn0312	TC_RS03765	100.0	0.1	17
CPn0313	TC_RS01870	65.38	3e-13	338
CPn0314	TC_RS01865	72.13	9.999999999999998e-139	915
CPn0315	TC_RS01860	80.63	0.0	1647
CPn0316	TC_RS01855	78.08	0.0	1305
CPn0317	TC_RS01850	73.3	0.0	1914
CPn0318	TC_RS02830	94.44	0.97	18
CPn0318	TC_RS00650	100.0	0.97	15
CPn0318	TC_RS00390	100.0	0.97	15
CPn0319	TC_RS01840	74.08	9.999999999999999e-124	710
CPn0320	TC_RS01455	84.38	0.21	32
CPn0321	TC_RS01830	69.85	9.999999999999998e-133	1101
CPn0322	TC_RS01825	74.44	0.0	1072
CPn0323	TC_RS01820	79.18	0.0	2133
CPn0324	TC_RS01815	66.18	1e-12	272
CPn0325	TC_RS01810	65.76	1e-18	441
CPn0326	TC_RS01805	67.76	7.999999999999999e-73	822
CPn0327	TC_RS01800	76.01	5e-47	271
CPn0328	TC_RS01795	66.82	7.999999999999999e-99	1281
CPn0329	TC_RS01790	66.12	4.0000000000000004e-11	307
CPn0330	TC_RS01785	69.27	4e-13	179
CPn0331	TC_RS01430	85.19	0.4	27
CPn0332	TC_RS03270	93.75	3.6	16
CPn0332	TC_RS02140	93.75	3.6	16
CPn0332	TC_RS00620	93.75	3.6	16
CPn0333	TC_RS02970	100.0	0.78	15
CPn0333	TC_RS01050	100.0	0.78	15
CPn0333	TC_RS00065	100.0	0.78	15
CPn0334	TC_RS03890	100.0	0.009000000000000001	19
CPn0335	TC_RS01765	68.97	5e-53	522
CPn0336	TC_RS01760	64.52	3e-19	637
CPn0337	TC_RS01755	72.52	9.999999999999998e-64	433
CPn0338	TC_RS01750	72.67	2.999999999999999e-177	1105
CPn0339	TC_RS01745	69.68	8e-14	188
CPn0342	TC_RS01740	71.67	4.9999999999999995e-111	759
CPn0344	TC_RS01735	73.35	7e-62	394
CPn0345	TC_RS01730	66.94	8e-65	847
CPn0346	TC_RS01725	68.0	1e-60	700
CPn0347	TC_RS01720	64.33	9.999999999999999e-52	1385
CPn0348	TC_RS01715	72.33	2.9999999999999996e-112	741
CPn0349	TC_RS01710	66.71	9.999999999999999e-55	796
CPn0350	TC_RS01700	75.81	9.999999999999999e-85	430
CPn0351	TC_RS01690	74.18	0.0	1526
CPn0352	TC_RS04215	95.0	0.29	20
CPn0352	TC_RS02190	90.91	0.29	22
CPn0353	TC_RS03765	94.74	0.18	19
CPn0353	TC_RS01825	100.0	0.18	16
CPn0354	TC_RS02680	95.0	0.31	20
CPn0354	TC_RS01920	100.0	0.31	17
CPn0355	TC_RS02420	100.0	0.3	17
CPn0355	TC_RS02120	95.0	0.3	20
CPn0355	TC_RS02105	91.67	0.3	24
CPn0356	TC_RS03195	80.85	0.0005	47
CPn0358	TC_RS02225	100.0	0.45	15
CPn0358	TC_RS00725	90.0	0.45	20
CPn0359	TC_RS01685	75.65	0.0	1803
CPn0360	TC_RS01680	66.45	1.9999999999999995e-105	1407
CPn0361	TC_RS01675	69.03	1.9999999999999995e-80	804
CPn0362	TC_RS01670	68.14	9.999999999999998e-67	700
CPn0363	TC_RS01665	70.19	4e-14	161
CPnt13	TC_RS01660	98.67	1.9999999999999998e-32	75
CPn0364	TC_RS01655	73.89	2e-26	180
CPn0365	TC_RS03760	95.24	0.067	21
CPn0366	TC_RS03585	100.0	1.3	15
CPn0366	TC_RS02715	94.44	1.3	18
CPn0367	TC_RS00500	88.46	0.58	26
CPn0368	TC_RS02185	100.0	0.85	15
CPn0368	TC_RS01650	78.79	0.85	33
CPn0369	TC_RS03920	83.72	0.023	43
CPn0370	TC_RS03520	90.91	0.25	22
CPn0371	TC_RS04590	100.0	0.96	15
CPn0371	TC_RS03665	90.91	0.96	22
CPn0371	TC_RS03620	100.0	0.96	15
CPn0371	TC_RS02385	100.0	0.96	15
CPn0371	TC_RS01565	83.33	0.96	30
CPn0372	TC_RS00540	90.91	0.069	22
CPn0373	TC_RS01645	67.39	5.999999999999999e-69	831
CPn0374	TC_RS01640	69.82	1.0000000000000001e-21	222
CPn0375	TC_RS03695	100.0	1.4	15
CPn0375	TC_RS03605	86.96	1.4	23
CPn0375	TC_RS02715	90.0	1.4	20
CPn0375	TC_RS01755	100.0	1.4	15
CPn0375	TC_RS00565	85.19	1.4	27
CPn0375	TC_RS00525	94.44	1.4	18
CPn0376	TC_RS03615	90.91	0.098	22
CPn0377	TC_RS01635	70.53	2e-85	655
CPn0378	TC_RS01630	67.47	0.0	2207
CPn0379	TC_RS01620	74.78	6.999999999999999e-80	448
CPn0380	TC_RS01615	66.71	5e-61	868
CPn0381	TC_RS04430	95.0	5.0	20
CPn0381	TC_RS04425	100.0	5.0	15
CPn0381	TC_RS03520	94.44	5.0	18
CPn0381	TC_RS03385	100.0	5.0	15
CPn0381	TC_RS02975	90.0	5.0	20
CPn0381	TC_RS01750	94.44	5.0	18
CPn0381	TC_RS01630	90.0	5.0	20
CPn0381	TC_RS00140	100.0	5.0	15
CPn0382	TC_RS01595	67.56	4e-35	447
CPn0383	TC_RS04365	80.65	0.75	31
CPn0384	TC_RS01585	63.05	5.9999999999999995e-05	203
CPn0385	TC_RS01580	70.18	9.999999999999999e-153	1197
CPn0386	TC_RS01575	70.08	2.9999999999999996e-28	264
CPn0387	TC_RS01570	81.51	1.9999999999999995e-138	503
CPn0388	TC_RS01565	68.78	4.999999999999999e-121	1182
CPn0389	TC_RS01560	71.06	2e-77	577
CPn0390	TC_RS01555	73.34	1.9999999999999996e-154	919
CPn0391	TC_RS04305	83.33	0.47	30
CPn0391	TC_RS03635	94.44	0.47	18
CPn0391	TC_RS01270	100.0	0.47	15
CPn0391	TC_RS00585	100.0	0.47	15
CPn0392	TC_RS01550	74.04	1.9999999999999996e-99	574
CPn0393	TC_RS04460	100.0	0.93	15
CPn0393	TC_RS03430	100.0	0.93	15
CPn0393	TC_RS03345	90.0	0.93	20
CPn0394	TC_RS02675	66.05	1e-62	913
CPn0395	TC_RS02680	68.03	2.9999999999999997e-115	1195
CPn0396	TC_RS02685	64.79	2e-35	764
CPn0397	TC_RS02690	65.36	2.9999999999999995e-36	739
CPn0398	TC_RS02945	100.0	0.12	16
CPn0398	TC_RS02160	90.48	0.12	21
CPn0399	TC_RS02660	64.4	9.999999999999999e-23	573
CPn0400	TC_RS02665	70.31	6e-14	192
CPn0401	TC_RS04690	100.0	1.1	15
CPn0401	TC_RS04255	81.82	1.1	33
CPn0402	TC_RS01905	69.58	4e-37	401
CPn0403	TC_RS01900	73.68	1e-09	95
CPn0404	TC_RS03765	100.0	0.81	16
CPn0404	TC_RS03515	100.0	0.81	16
CPn0404	TC_RS03400	94.74	0.81	19
CPn0404	TC_RS01275	94.74	0.81	19
CPn0405	TC_RS00620	84.85	0.05	33
CPn0406	TC_RS01890	74.86	3.999999999999999e-168	895
CPn0407	TC_RS01885	70.45	4.0000000000000003e-29	291
CPn0408	TC_RS01880	79.25	5e-06	53
CPn0409	TC_RS02695	70.56	4e-52	445
CPn0410	TC_RS02700	68.72	6e-58	585
CPn0411	TC_RS02705	65.65	1e-16	428
CPn0412	TC_RS04305	100.0	0.52	16
CPn0413	TC_RS02715	67.66	1.9999999999999997e-139	1506
CPn0414	TC_RS02720	76.74	0.0	976
CPn0415	TC_RS02725	65.12	9e-08	258
CPn0416	TC_RS02730	80.84	9.999999999999998e-74	287
CPnt14	TC_RS02815	100.0	1.9	13
CPnt14	TC_RS00890	100.0	1.9	13
CPn0417	TC_RS02735	63.67	6e-14	556
